Stations_id;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr 
946;45;      53.7;      35.8;      47.7;      43.8;      47.1;      63.2;      62.8;      58.2;      49.9;      47.2;      51.7;      63.8;     624.3
947;45;65;      39.8;      57.5;      41.9;      53.9;      79.7;      77.4;      65.4;      69.8;      64.1;      67.4;68;     741.2
948;46;      35.9;      29.2;      41.1;      37.6;      54.9;      58.1;      53.8;      59.4;      43.3;      36.4;      38.8;      47.4;     535.9
949;45;      37.8;      31.8;      43.3;      39.1;      53.6;      58.3;      56.2;      58.5;      45.1;      38.7;      42.1;      52.7;     557.3
951;45;41;      34.2;      41.4;      39.4;      55.2;70;61;      50.8;      43.4;      49.5;      45.6;      52.4;     585.3
952;46;      45.8;      37.8;      42.3;      39.9;      52.4;      86.7;      78.8;      70.3;      53.8;      53.6;      51.6;      56.5;     669.5
953;45;      60.7;      53.3;      62.3;      51.1;      68.6;      72.1;      68.5;      62.7;      63.5;      68.4;71;      73.2;     776.2
955;45;      50.4;      42.7;54;      47.3;      62.8;      67.2;      71.7;      55.8;      57.4;      59.6;      56.9;65;     687.8
956;45;      48.7;      37.7;      47.6;      45.6;      60.7;71;      80.9;      74.4;      49.9;      43.4;      51.2;62;     679.1
957;45;      59.5;      54.3;      65.1;      55.2;      74.8;      85.1;      81.2;      53.3;      64.1;      73.4;      74.5;      77.7;     808.9
958;45;      71.8;      51.9;      60.7;      52.8;      59.8;      69.2;      66.5;      60.4;      66.3;      58.6;      67.1;      74.9;     760.5
959;45;      92.4;      67.1;      77.7;      62.6;      66.3;      77.7;      72.2;      64.7;      71.6;      70.6;      84.7;      94.6;     903.1
960;45;      95.3;      56.1;      77.1;      60.6;      71.2;      81.2;      72.8;      67.5;      72.9;      75.1;      89.1;      98.8;     925.2
961;45;63;      41.6;      56.6;      51.2;      64.4;      71.3;66;      62.8;      62.3;      58.3;      65.1;      69.9;     730.6
962;45;30;      30.5;      41.6;      44.8;      57.4;      73.9;      74.3;      54.5;      43.4;      37.8;      40.6;      39.6;     572.9
963;45;      61.4;      40.1;      55.3;      43.2;      53.7;      71.9;      64.8;      62.8;      58.4;      59.5;      60.3;70;     698.1
964;46;      84.8;      63.3;      74.6;      58.3;      69.9;      75.2;      69.9;      60.5;      75.2;      78.1;      84.3;      99.5;     893.8
965;45;      36.3;      31.1;      39.5;      43.7;      55.3;60;67;      69.1;      48.8;      40.7;      45.3;      46.2;     586.8
966;45;53;39;      47.5;      40.2;      47.8;      60.4;      61.9;      56.7;      45.5;      45.5;      47.3;      57.3;     602.1
967;45;      48.4;      54.8;      59.9;      71.5;      94.6;     127.8;     127.9;     117.5;      85.5;      64.6;      75.2;      67.1;     985.5
968;45;      48.8;      30.3;      42.3;      38.8;      45.1;67;      63.2;      50.5;      46.8;      41.2;      45.2;      53.7;     570.6
970;46;47;      40.6;      48.7;      46.9;      64.5;      71.9;      72.4;      54.8;      50.7;      54.7;      52.9;      60.4;     665.6
971;45;      51.7;      45.4;      50.8;      47.8;      65.9;      70.6;      71.8;      59.8;      50.8;57;      54.6;      61.2;     690.3
972;46;      59.3;      48.1;      62.3;      55.4;      63.4;      80.5;      69.2;      64.5;      57.1;      56.6;      61.8;      71.4;     749.7
973;45;      52.9;      46.3;      55.9;      55.9;76;     102.4;     105.3;85;      63.3;      56.4;      64.9;      66.1;     829.4
974;45;      64.6;      49.1;      59.5;      46.7;58;      67.2;      60.9;      57.8;      50.7;      51.7;      57.8;      71.6;     694.9
975;45;      69.2;      55.2;61;51;      73.8;      92.3;      99.4;      74.6;      67.9;      64.9;63;      78.7;     850.9
976;45;      50.3;      43.6;46;      45.3;      64.7;90;80;      71.9;      55.3;      55.2;      55.2;      59.8;     714.2
977;45;     122.7;      83.4;102;      70.1;      74.4;      81.7;      88.1;      78.9;      81.9;      95.1;     109.4;     132.8;    1116.1
978;45;      55.9;      47.8;      50.7;46;      58.1;      66.7;      65.2;      47.7;      50.9;57;      60.5;      67.5;     675.9
979;45;      75.6;      55.2;67;47;      58.3;      59.4;      60.6;      58.1;      60.6;      65.6;      72.3;      87.7;     765.5
982;45;      44.1;      41.3;41;      52.6;      75.8;      90.1;      90.3;      70.5;      60.4;      57.4;      56.1;      55.2;     732.4
983;45;      42.4;      37.4;40;      52.4;      70.8;      94.1;      88.6;      74.4;      64.1;      57.4;      55.4;      52.1;     726.6
984;45;      59.6;      46.2;      58.2;      53.8;      60.7;74;      65.1;      55.5;      53.5;53;      62.3;      73.1;715
985;45;      59.5;      46.5;      53.5;      54.1;      62.6;77;      76.5;      65.9;      52.4;      57.8;      61.9;      70.9;     737.1
986;45;      56.5;      46.9;      53.1;      51.5;      68.3;      83.2;85;      67.8;      53.2;      61.6;      59.9;      66.9;     755.2
987;45;      50.9;48;      53.4;      66.3;      90.1;     110.2;     113.3;     101.8;      80.6;      68.7;      70.6;      63.7;     914.7
988;45;      62.3;      39.8;      55.8;      43.1;      53.8;      73.4;      66.4;      61.6;60;      57.3;      58.6;      66.4;     698.7
989;45;      68.8;      50.7;      66.8;      48.3;      63.8;      75.8;      71.1;      66.2;      72.5;      62.3;      70.1;      78.1;     793.1
990;45;      52.9;      42.9;      56.6;      53.6;      66.4;      78.6;      81.3;      68.2;57;      62.4;      61.1;      65.7;     746.8
991;45;      54.3;      47.6;      56.8;      58.6;      69.3;      79.7;      91.3;      82.7;      54.9;50;      63.2;      66.4;     776.5
992;45;      31.8;      30.5;      37.1;      38.1;71;      57.9;      58.8;      44.3;      43.5;      48.1;45;      46.7;     547.5
993;46;      54.8;48;      49.9;      54.4;      77.6;      85.5;      87.3;      68.9;      64.1;      62.8;      62.1;      65.1;     780.5
994;45;      52.8;      48.8;      46.3;      53.4;      77.6;      88.6;      92.5;      67.6;      62.2;      60.9;      58.3;      62.9;     772.7
995;45;      73.7;      64.3;      72.7;      87.1;      94.6;     119.5;     110.1;      88.1;      78.2;      78.4;      86.3;      80.4;    1040.1
996;45;      46.7;      50.7;      53.7;      59.8;      87.7;      90.8;      72.8;      68.7;      62.3;      58.4;      65.4;      61.8;     781.7
997;46;      36.5;      30.1;      36.1;      33.9;      49.1;      57.1;49;51;      39.5;      33.4;      37.4;      47.2;     500.3
998;45;     126.4;     117.8;     132.9;     114.1;     138.6;140;     130.4;      97.1;     106.6;     121.8;     152.2;     151.1;    1534.3
999;45;      51.7;      33.6;      46.5;      37.6;      49.6;      69.4;      66.9;62;      60.4;      51.1;      53.8;      60.1;     642.3
1000;45;      46.7;      29.2;      41.9;      33.7;      45.6;60;      62.6;58;      55.8;      45.2;      52.1;      53.1;     585.5
1001;45;      38.1;      30.7;39;      39.6;      51.5;      63.3;      57.2;      60.7;      46.7;      38.7;      42.8;      51.3;     561.3
1002;46;      39.8;      32.4;      40.1;      41.8;      58.4;      62.2;      59.2;      62.7;      45.2;      39.8;      45.4;      51.5;     578.4
1003;46;      45.9;      38.9;      49.9;51;54;      67.2;      73.5;      71.9;      53.7;      45.2;      52.1;      58.8;     662.1
1004;45;      46.5;      37.2;      41.1;      47.4;      59.3;      66.3;      63.9;      75.4;      50.8;      41.2;      48.5;      56.8;     636.5
1005;45;      32.2;      29.6;      40.7;      45.8;      54.5;      68.7;      65.5;      60.7;43;      37.1;      42.5;41;     560.9
1006;45;44;32;      39.5;      39.1;42;59;      65.1;      54.6;      43.8;      39.3;      43.8;      50.2;     553.4
1007;46;      41.1;      35.6;      44.3;      38.5;      49.9;      63.2;      52.7;57;      44.5;      40.7;43;      56.3;     566.8
1008;46;      51.7;      43.5;      58.7;      57.6;      72.2;      89.6;     105.3;92;      67.1;      53.9;      60.2;      62.3;     814.2
1009;46;      53.6;      36.7;      46.4;      36.3;      45.5;      66.7;      57.5;      56.5;      52.4;      55.2;      51.4;      59.5;     617.4
1012;46;      63.5;      53.3;      63.1;52;      74.1;      77.6;      79.3;      60.6;      56.6;      66.8;      65.1;75;     787.1
1014;46;      52.5;35;      48.9;      35.9;      51.4;      72.2;68;      60.1;      60.7;      56.9;      63.1;      58.1;     662.9
1015;45;      43.9;      33.3;      42.4;      36.5;      48.5;63;      50.8;      51.2;      45.5;      37.3;      40.9;      49.5;     541.3
1016;45;      70.6;46;      57.5;      43.5;      50.1;      62.9;      69.9;      66.9;76;      78.6;      81.8;      76.8;     782.6
1017;45;      53.5;      34.1;      46.4;      40.3;      48.1;      65.4;      65.6;      63.2;50;      42.4;48;      59.5;     615.4
1018;45;      58.8;      55.1;      50.7;58;      81.6;      95.8;      83.8;      78.6;      56.2;      61.1;      65.5;      71.5;     813.5
1019;45;45;      35.1;      41.4;      40.8;      61.5;      86.9;      84.9;      78.4;59;      53.2;      51.6;      55.6;     701.4
1020;45;      43.3;      40.3;      43.2;      52.1;      75.7;      90.9;      85.4;      73.7;      59.6;      57.2;      54.9;      53.6;     729.2
1021;45;      30.8;      29.6;      38.2;      35.8;      53.5;      59.5;      58.6;      51.9;      41.6;      37.9;      37.9;      42.3;     511.1
1022;46;68;      57.6;      72.8;      67.7;76;      90.5;     110.2;      92.4;67;      58.8;      73.3;      79.5;     913.8
1023;45;      55.4;      45.5;      59.3;      65.1;      82.1;     108.3;     111.3;     107.5;      77.6;59;      68.4;      62.3;903
1024;45;      58.8;      43.1;      58.6;      47.5;63;      83.4;      71.2;59;      63.9;59;      63.1;      69.6;     735.5
1025;45;79;      58.4;      69.5;      52.5;      62.6;      68.7;      71.1;      59.8;      64.8;      70.6;      83.5;      92.3;     832.7
1026;45;      32.4;      28.8;      39.7;      48.8;      57.6;      70.5;62;      66.1;      42.8;      40.9;      45.5;42;579
1027;45;29;      29.7;      38.8;      40.2;54;      59.7;      59.5;54;      39.4;      35.4;      37.2;      38.3;517
1028;45;     124.7;105;     104.5;      81.5;99;     108.8;      93.3;      82.7;      75.9;      98.4;     126.9;     144.9;    1245.5
1029;46;     115.2;      99.1;      96.7;      74.3;      90.8;99;      87.1;78;      73.1;      97.5;     115.5;     133.7;    1159.9
1030;45;      71.3;      48.6;      63.6;      44.7;      51.1;      76.3;      75.4;73;      94.2;      87.2;      92.4;      82.6;     862.3
1031;45;      73.4;      51.9;      69.5;      49.3;      63.7;      82.5;      71.7;      62.8;      71.4;      62.8;      71.5;      85.1;     810.8
1032;45;      75.1;      52.9;      70.9;      55.5;      66.1;88;      81.3;      72.6;      73.8;      69.3;      73.6;      83.5;     852.4
1033;45;      60.8;      46.3;      58.8;      46.2;      60.2;      77.4;      67.7;      67.2;      63.7;      61.8;      58.2;      71.3;     726.6
1034;46;      65.6;48;      63.3;      51.9;      63.3;      76.7;      73.1;      63.1;      64.1;      64.5;      65.4;74;     773.1
1036;45;      37.8;      35.8;      47.5;      50.9;      59.8;      65.7;      65.6;      64.2;45;      42.2;      45.9;      46.3;     606.9
1038;46;      95.2;      70.2;      84.8;      69.3;91;     114.1;     127.7;     107.1;      91.9;      81.2;      90.5;     109.8;    1132.9
1039;45;      65.1;      46.7;      61.5;      50.6;      59.4;      77.8;      71.8;      62.8;      62.2;      57.2;      65.2;78;     757.4
1040;45;      75.6;      57.6;      68.6;      70.2;      78.7;      94.8;      95.5;      89.5;      74.9;      60.1;      73.7;      83.6;     929.7
1041;45;      38.8;      30.8;      39.4;      39.3;      56.4;      64.2;      59.4;      58.3;      43.1;      35.6;      41.6;      47.8;     554.3
1042;45;      33.7;      27.1;      37.5;39;      45.6;      59.5;      53.3;      54.5;40;      37.7;      39.1;      46.3;     517.5
1043;45;      55.3;38;      50.6;      45.8;      50.2;      72.2;      73.6;      61.5;      51.4;46;      53.4;      64.3;     664.2
1044;46;      82.5;      62.2;      73.9;58;      69.1;      73.9;      70.5;      63.7;      71.8;      72.5;      83.3;      93.8;     875.4
1046;45;      68.1;      47.6;      62.5;      47.3;      62.6;      76.9;      68.4;      57.9;      71.1;      59.2;      67.6;      75.2;     767.1
1047;46;      36.4;      31.7;38;      41.4;55;      64.9;      77.2;      69.7;      47.4;      38.3;      45.2;      45.7;     590.9
1048;45;      44.3;      34.9;      43.2;      47.3;60;      68.5;82;      77.9;      49.6;      44.5;      53.5;      56.9;     665.6
1049;46;      41.3;      34.4;      43.2;      45.9;      57.9;      66.1;      77.7;      72.5;      51.6;42;      49.1;      51.5;     633.1
1050;45;      42.2;      31.9;      44.5;      49.6;      60.8;      73.8;81;      77.3;      51.1;      39.6;      51.1;      50.6;     660.1
1051;46;      37.3;      31.9;      40.2;      44.1;      57.7;      66.6;      76.9;      72.6;      48.2;      39.3;      47.7;      46.8;     609.4
1052;46;      38.9;      33.6;      43.3;      36.3;      47.6;      61.8;      51.8;      55.9;      42.6;      38.2;      40.2;      52.4;     542.8
1053;45;     116.3;      76.6;102;      71.9;      70.3;      86.8;88;      76.3;88;      83.9;     101.3;     119.2;    1080.1
1054;45;      99.4;      65.8;      87.3;      61.8;      61.9;      80.7;      78.3;      71.7;      75.4;      75.5;      92.7;114;     962.9
1055;45;     129.8;      90.5;     112.4;      71.7;      71.7;      83.4;      83.2;      68.7;      84.4;     101.5;     117.2;     147.3;    1159.4
1056;45;      65.2;      43.3;      57.8;      41.9;      57.2;      74.7;      69.6;      64.2;      70.6;66;      74.8;76;     765.6
1057;46;      42.8;      36.5;      44.8;48;      59.8;      76.2;      78.2;      65.4;      50.2;      46.4;      49.2;      53.6;651
1058;45;      38.8;      33.4;      46.8;      51.3;      63.4;72;      70.6;      61.5;48;      40.7;      47.8;      45.2;     618.9
1060;45;      39.7;      40.7;      50.8;      58.7;      62.7;      79.4;      81.2;      70.2;      52.7;      45.9;      51.9;      53.1;     687.1
1061;45;     165.6;114;     140.4;      84.8;      87.6;110;     113.5;      86.7;     114.3;     127.1;     147.1;     183.6;    1474.1
1062;45;34;32;      43.1;      47.2;57;66;67;      55.9;      45.3;      40.2;45;      43.9;     576.1
1064;45;      39.5;      34.4;      45.8;      37.7;      47.2;      67.2;      51.3;      51.7;      36.8;      37.4;      41.8;      51.9;     533.9
1065;45;43;      39.1;      40.8;      43.3;      60.6;      63.4;      61.3;      48.8;      50.6;      56.6;      54.4;      55.4;     608.4
1066;46;      46.7;      35.5;      48.2;      42.5;      55.1;      77.6;      56.6;      57.9;      51.3;      45.9;      47.5;54;     618.8
1067;45;      39.3;      31.9;      43.3;      38.8;47;      66.2;      52.9;      59.5;46;      38.5;      41.5;      54.5;     556.8
1068;45;      40.5;      31.9;      44.6;      42.4;      45.6;      63.8;      60.6;      57.3;      43.6;      40.3;      44.8;      52.9;     566.5
1069;45;      63.5;47;      58.5;49;      62.3;      60.8;      64.8;      50.8;      55.2;      59.3;      67.8;      72.4;     703.9
1070;46;      44.9;      40.5;50;      45.3;      59.4;      63.5;      62.3;      53.5;      49.6;      49.7;      49.3;      52.1;     620.2
1071;46;      48.2;      43.4;      52.8;      47.1;61;      67.5;      63.7;      53.3;      53.6;      51.9;52;      56.7;     651.1
1072;45;      37.9;      38.7;      38.4;      39.3;      59.8;59;      59.1;      43.9;      44.7;      48.3;      52.2;      57.1;     576.1
1073;46;      39.5;      38.8;41;      40.7;      59.9;      58.2;      58.1;      43.9;45;      50.6;      51.6;      55.1;     582.4
1074;45;      26.4;      25.9;      36.3;      42.5;      48.8;      60.4;      63.5;      56.9;      39.7;      35.8;      36.5;      37.4;     506.4
1075;45;      37.7;      32.2;      36.7;      39.6;56;      59.3;      58.4;60;44;      35.7;      40.4;      49.1;     549.3
1076;45;      50.7;      51.7;      48.4;      58.2;      75.9;      93.4;      77.3;      70.8;53;      58.2;      58.8;      62.3;     748.5
1077;46;58;      54.8;      70.9;      81.4;     104.8;     141.1;     149.1;     128.6;97;      66.2;      81.7;      66.1;    1099.8
1078;45;      65.3;      48.1;      64.5;      49.9;      67.9;      82.4;      68.7;      59.3;      64.2;      60.3;      65.1;      72.6;     763.7
1079;45;      67.5;      44.8;      62.8;      45.9;      66.1;      76.1;      71.6;      53.3;      59.5;      56.5;68;      74.6;     753.5
1080;45;      72.4;52;      68.1;      53.5;      71.2;      87.3;      75.1;      67.4;      68.7;      68.3;      69.8;      79.2;     830.4
1081;45;64;      48.5;      64.3;      48.7;      66.5;      81.2;      70.2;57;      63.2;      61.1;      65.6;      74.2;     760.8
1082;45;      79.7;      53.6;      73.1;      61.7;      64.6;90;      77.5;      68.5;      68.8;      67.9;      72.3;91;     864.4
1083;46;      67.7;      48.1;      64.2;      47.3;      64.7;      77.7;      65.9;      68.9;      68.5;      60.5;      67.6;      77.8;     778.7
1084;46;      68.5;      47.9;      65.6;49;66;      76.9;      68.1;      64.2;      68.8;      60.9;      67.5;      76.5;     779.9
1085;46;      65.6;      49.5;      63.8;      50.3;      58.7;      79.3;      68.1;      72.2;      68.2;      56.7;      68.4;      78.2;779
1086;45;      63.6;      44.6;      62.8;46;      63.6;      71.1;      63.4;      62.5;      65.6;      57.8;      64.1;      73.7;     736.9
1087;46;      70.5;      49.4;      65.6;      48.2;      66.8;      82.2;67;      71.5;      68.8;      62.5;      70.5;      80.3;     803.4
1088;46;      70.1;50;      65.7;      49.9;66;      79.3;      69.2;      70.5;      69.1;      61.7;      71.2;      79.9;     802.7
1089;45;      61.2;59;      66.1;70;     101.9;117;      90.2;      82.5;      82.8;      82.4;      83.3;      79.3;     975.5
1090;45;      43.9;      32.5;      45.4;      44.5;      45.8;      65.3;      62.4;61;      47.5;      41.5;      47.8;      56.1;592
1091;45;      40.1;      30.3;      41.5;      35.8;      49.5;61;      53.8;      51.6;      39.6;      38.1;      42.4;      48.5;     533.5
1092;46;      53.6;      41.2;      47.6;      46.2;      56.6;      77.5;      75.7;      58.3;60;      54.1;      56.3;      66.3;     693.4
1093;45;     100.8;      78.5;      88.3;      63.8;      78.4;      86.2;      89.1;      62.6;74;      88.2;      94.9;     116.8;    1020.1
1094;45;      48.4;      51.2;      63.6;      85.6;     116.9;     159.7;161;     146.2;     101.1;      69.9;      79.5;      60.6;    1141.1
1095;45;      59.4;      42.8;      59.4;      48.4;      62.3;      77.7;      62.9;      60.6;      58.7;      55.8;60;      71.5;     719.7
1096;45;      52.8;      41.8;      47.6;      43.4;      65.2;      93.3;      84.8;      66.9;      58.9;      55.3;      53.5;      59.1;     723.8
1097;46;      63.9;      47.3;      58.3;      49.4;      57.6;      83.5;      81.7;      56.3;      61.8;62;      60.6;      72.3;     754.7
1098;45;      52.9;      42.4;      46.8;      46.1;      55.5;      74.5;      79.1;      55.8;      55.3;      55.8;      56.1;67;     682.7
1099;45;      63.7;      50.1;56;      52.2;      59.5;      78.8;      80.8;      53.5;      57.7;      63.1;      64.9;      77.5;     756.5
1100;46;      58.2;      44.9;      55.3;      47.8;      65.2;65;      64.3;      51.9;      59.4;      61.8;      60.7;      68.6;703
1101;45;      44.1;      41.2;      50.8;      53.6;      60.1;70;      73.6;      70.2;      53.3;      46.5;      55.6;      57.3;678
1102;46;      47.3;      48.5;      56.1;      65.5;      85.3;105;      87.6;      82.2;      69.2;      64.9;      73.7;      67.5;853
1103;45;      55.8;55;      68.5;      77.4;      92.6;     124.5;     136.8;     115.1;      89.8;      64.4;      81.6;      68.6;    1026.6
1104;45;64;      48.6;      58.2;      53.8;      66.1;      77.2;      77.9;      65.1;      59.6;      64.9;      66.4;      78.3;     779.9
1105;45;      60.5;      45.8;      53.7;      48.9;      60.3;      76.3;      78.1;      63.4;60;      55.5;      59.2;      72.2;     736.2
1106;45;43;      34.3;      39.1;      35.9;      52.9;      65.8;54;      56.3;      43.2;      36.1;      42.3;      54.8;     558.9
1107;45;      58.8;      48.2;      59.5;      57.3;      67.1;      87.5;      84.1;      63.8;      61.5;      64.3;      64.4;      70.4;     786.5
1108;45;      47.6;      34.9;      47.7;      42.1;      60.9;      63.9;      65.4;      50.4;      51.1;      55.5;      50.6;      57.3;     626.1
1109;46;      56.4;      38.5;      50.1;      41.7;      50.1;      71.1;      62.2;      56.7;      51.6;      50.6;      55.1;65;     649.2
1110;46;      85.6;      71.4;      79.3;      74.7;      84.9;     100.8;      91.8;      70.2;      73.1;      83.7;      89.4;95;     999.9
1111;46;      43.9;      35.7;      44.6;      44.5;      60.4;      71.7;      73.1;56;      51.8;      53.6;      48.9;      56.2;     640.5
1112;46;      43.5;      35.6;      45.3;      44.8;      61.3;      72.9;      72.2;      71.6;50;      43.4;      51.8;      58.7;     651.2
1113;45;      34.4;      31.8;      42.6;      46.7;      53.3;      66.1;      71.4;      63.7;      45.5;      41.7;      44.5;      44.6;     580.7
1114;46;      62.8;      49.3;      59.5;      50.3;      66.5;      85.9;      84.2;      64.9;      64.3;      64.4;      60.3;      75.2;     787.6
1115;45;      74.4;46;      62.3;47;      48.9;      74.3;75;      64.9;      76.7;      81.4;      81.3;79;     815.7
1116;45;      74.3;55;63;      51.7;      59.6;88;      84.7;60;      65.6;      63.4;      64.1;      83.5;     811.7
1117;45;      58.6;      44.2;      63.2;53;      68.9;80;      67.5;      68.5;      52.9;      51.7;      55.6;      66.1;     728.2
1118;45;      85.9;      66.5;      92.3;74;      82.7;      92.5;86;      84.6;      72.2;      79.4;      85.9;      99.4;     999.6
1119;45;      80.7;      59.5;      64.5;      53.9;      69.6;88;      90.2;      67.8;      67.6;      72.8;      75.1;      89.2;     881.4
1120;45;      52.5;      36.4;      50.9;      43.2;      50.6;      75.4;      58.8;      58.4;      50.7;      50.2;      52.3;      61.6;     643.5
1121;45;      51.9;      38.4;      47.3;48;      63.2;      75.6;      60.8;      60.4;      55.6;      51.4;      57.9;      60.8;     669.6
1122;45;      54.1;      39.6;      48.2;      45.6;61;      68.6;      58.2;      52.9;      53.2;      50.9;      55.5;      58.2;     647.2
1123;45;      65.7;      47.4;      57.6;      50.7;      66.6;      71.6;      59.3;      54.7;58;      57.3;      63.7;      68.5;     722.3
1124;45;      70.5;      44.9;      61.1;      44.8;53;80;      78.5;      63.1;      70.6;      65.8;      73.1;      70.7;     774.9
1125;45;      62.6;      48.6;      63.1;      53.3;      70.1;      79.3;      76.6;      61.7;      64.1;      59.1;      66.6;      77.3;     779.9
1127;46;      49.3;      46.6;      54.9;      64.2;      84.8;     115.2;     116.4;      99.4;      75.5;      61.6;      66.8;      58.5;     893.1
1128;45;      67.7;      47.1;      59.2;      49.8;      54.3;      75.9;71;      66.2;65;      63.1;      70.6;      76.1;     763.5
1129;46;      72.2;      43.1;      59.5;      44.2;      50.2;      70.4;80;      65.9;      83.1;      86.9;      84.9;      78.5;819
1130;46;      73.7;      45.4;      59.8;      45.8;      51.8;      78.3;      75.9;      64.8;89;      90.1;      89.9;      80.7;     845.3
1132;45;      50.8;46;      54.7;      56.6;      77.7;     105.6;     104.9;      99.2;      67.5;      55.3;      65.2;      61.6;     843.8
1133;45;      44.3;      37.3;      47.9;      41.5;      49.7;      68.7;53;      55.1;      42.1;      41.7;      44.8;      58.1;     582.8
1134;45;      47.6;      45.6;      46.5;50;      71.6;76;70;50;      56.8;      61.3;      60.2;      65.3;     699.5
1135;45;83;      46.4;      70.8;53;      63.3;      85.8;      76.5;      69.7;      74.4;      72.7;      84.5;      85.9;     864.6
1136;46;      64.8;      43.7;      57.7;      43.3;      53.6;77;      69.2;      59.3;      67.3;      61.5;      68.3;      70.5;     736.2
1137;45;      56.1;      47.5;      60.2;      58.7;      76.5;      97.4;110;      86.6;      64.1;      58.1;      65.4;      70.1;     848.4
1138;45;      53.5;      41.8;      52.4;      45.7;      60.8;      85.5;      84.5;      50.9;      60.2;      55.6;      52.7;      65.2;     708.6
1139;45;      84.3;      62.6;      74.2;      60.4;      71.6;      97.1;     105.2;      83.5;      71.8;      66.6;      82.3;      93.4;     944.2
1140;45;      66.1;      64.3;      78.8;98;114;157;163;142;     110.2;      78.4;      92.1;      81.4;    1239.1
1141;45;      80.9;      59.5;      70.5;      58.2;65;      99.1;      96.9;      68.7;      72.9;      75.5;      75.7;      96.2;     917.5
1142;45;      28.9;      29.7;      41.6;      46.2;      56.1;      71.6;      64.2;      56.1;      43.5;      39.7;      43.5;      36.8;556
1143;45;54;      48.9;      53.6;      51.8;      64.5;      79.3;      77.1;      62.9;      51.5;      56.1;      59.1;      67.9;     723.6
1144;45;      42.1;      40.7;      38.9;      55.6;      79.3;      93.3;86;      78.2;      65.1;      57.5;      58.8;      55.1;     742.7
1145;46;      55.6;51;      50.9;63;      83.8;      94.3;      93.6;      81.6;      67.7;      62.4;      65.7;      66.8;     836.4
1146;46;      51.1;      52.4;      52.2;      56.8;      84.1;      91.8;      79.7;      68.8;      59.9;      62.3;      64.6;      65.2;     788.7
1147;45;      57.4;42;      53.5;      45.2;      52.6;      74.9;66;      61.4;      51.6;      50.8;      53.8;      65.2;     675.9
1148;45;112;      82.8;     103.4;      78.5;      80.9;     105.9;     107.4;      78.1;      84.8;      97.2;     103.8;     128.5;1159
1149;45;      57.9;      38.1;      53.2;      39.2;      48.9;      70.5;      59.2;      60.9;      54.7;      57.2;      56.6;      62.9;     659.4
1150;46;      67.6;      51.1;61;      46.6;      59.8;      62.9;      57.3;      54.2;      53.9;      61.8;      66.4;      79.2;     721.6
1151;46;      44.1;      37.1;      42.8;      39.8;      53.5;      68.2;      58.7;52;      41.9;      51.3;      47.9;      56.5;     593.7
1152;46;      60.9;      53.8;      67.2;      69.3;      74.9;     104.5;     101.2;      94.7;      77.4;61;      69.3;      74.6;     908.9
1153;46;      60.5;      54.1;      67.3;      70.9;      82.3;     100.1;      90.9;      94.7;      71.7;61;      69.6;      77.1;     900.2
1154;46;      62.6;      56.7;      70.8;      69.1;      95.9;     123.6;     127.6;     109.2;      76.4;      65.4;      75.1;      75.1;    1007.4
1155;45;      46.6;      43.9;      54.7;      60.7;      66.7;      83.2;      91.1;      73.2;      64.6;      52.8;      59.5;      61.2;     763.7
1156;46;      69.1;      58.4;      62.3;52;      69.7;      70.8;      71.8;      57.3;      62.5;77;      76.8;      91.3;819
1158;45;      52.1;      43.8;      54.7;51;      76.4;      98.2;      99.8;84;      64.6;      54.3;      66.5;      63.1;     804.6
1159;45;      45.5;      40.3;      47.5;      49.8;      60.7;      78.8;      82.6;      73.4;      54.7;      47.8;      51.6;      55.9;689
1160;46;38;      31.2;      39.1;40;      55.9;      69.5;      61.2;60;      45.7;36;      40.5;      47.8;     564.9
1161;45;      58.8;      48.1;      51.5;      54.6;      70.8;      86.3;90;      71.6;61;      62.5;      62.1;70;     784.9
1162;45;      44.2;      46.1;      47.6;63;      93.6;      93.5;      84.7;      70.8;      70.7;      66.7;      61.6;      62.6;     803.2
1165;45;      67.4;      50.8;      65.8;      57.8;      68.9;      77.5;      73.9;      62.6;      62.1;      62.2;      71.3;      83.8;     799.8
1166;45;      40.2;      32.7;43;      42.7;      47.1;      59.6;      55.7;      62.2;      44.9;      41.1;      46.2;      51.2;     558.5
1167;45;      43.6;      36.4;      46.8;      40.4;48;      65.9;      53.5;      53.3;      42.6;      39.7;      44.4;      55.9;571
1168;45;      58.1;      40.8;      53.7;      44.9;      52.6;72;      62.7;57;      56.2;      51.1;      54.8;      69.2;     678.2
1169;46;      50.3;      49.1;      46.6;      61.1;      84.2;      90.5;      77.2;      78.7;      67.4;      65.1;      61.7;      66.3;     798.1
1170;45;      77.5;      54.2;      71.6;      58.6;      63.9;      78.1;80;      68.7;      70.9;      65.9;      76.4;      89.4;     855.7
1171;45;      66.2;      44.1;      56.1;      45.9;      48.8;      75.3;      63.6;      59.2;      53.4;      55.6;      61.5;      72.1;     701.7
1172;46;      54.9;      35.8;      49.8;45;      55.7;      72.3;      60.7;      57.9;      49.9;      47.8;      51.8;      59.5;     641.2
1174;45;      54.2;      47.1;      60.1;      61.1;68;      89.2;      97.9;      89.2;      67.9;      52.7;      65.3;      67.6;     824.7
1175;46;      50.2;44;      53.4;50;      61.9;      75.4;      63.9;      59.3;      53.1;53;      59.8;      64.9;     688.8
